siempre	1012426,ADVERB
esenios	1036,ADJECTIVE,NOUN,PLURAL
pascual	1036,ADJECTIVE
ofensor	1035,ADJECTIVE,NOUN,SINGULAR
tutelar	1034,ADJECTIVE,VERB
rallada	1033,ADJECTIVE,PARTICIPLE
saltear	1033,VERB
vaquera	1033,NOUN,ADJECTIVE,SINGULAR
movidas	1026,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
azotado	1025,NOUN,PARTICIPLE,SINGULAR
quintos	1024,ADJECTIVE,NOUN,PLURAL
atentas	1023,ADJECTIVE,VERB
lascivo	1023,ADJECTIVE
yglesia	1023,NOUN,SINGULAR
cianuro	1021,NOUN,SINGULAR
arrullo	1020,NOUN,VERB,SINGULAR
bourbon	1020,NOUN,SINGULAR
carnosa	1019,ADJECTIVE
neceser	1019,NOUN,SINGULAR
soplido	1018,NOUN,SINGULAR
bisonte	1017,NOUN,SINGULAR
morenos	1017,ADJECTIVE,NOUN,PLURAL
arenoso	1016,ADJECTIVE
rehusar	1016,VERB
peludas	1015,ADJECTIVE
vintage	1015,ADJECTIVE
derogar	1014,VERB
octavas	1014,ADJECTIVE,NOUN,PLURAL
rededor	1014,NOUN,SINGULAR
casucha	1011,NOUN,SINGULAR
cegador	1011,ADJECTIVE
mocedad	1011,NOUN,SINGULAR
seminal	1011,ADJECTIVE
inhalar	1010,VERB
alojada	1009,NOUN,PARTICIPLE,SINGULAR
damasco	1009,NOUN,SINGULAR
intrusa	1009,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
disenso	1006,NOUN,SINGULAR
innoble	1006,ADJECTIVE
postiza	1006,ADJECTIVE
yanquis	1005,ADJECTIVE,NOUN,PLURAL
adosada	1003,ADJECTIVE,PARTICIPLE
dineral	1003,NOUN,SINGULAR
morisca	1000,NOUN,ADJECTIVE,SINGULAR
autocar	999,NOUN,SINGULAR
boquita	999,NOUN,SINGULAR
molares	999,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
alameda	998,NOUN,SINGULAR
espirar	998,VERB
vistosa	998,ADJECTIVE
granuja	997,NOUN,ADJECTIVE,SINGULAR
serrano	996,ADJECTIVE,NOUN,SINGULAR
bombear	995,VERB
cubismo	994,NOUN,SINGULAR
andinas	992,ADJECTIVE,NOUN,PLURAL
sultana	992,NOUN,SINGULAR
ganglio	991,NOUN,SINGULAR
germana	990,NOUN,ADJECTIVE,SINGULAR
dossier	987,NOUN,SINGULAR
oquedad	987,NOUN,SINGULAR
porrazo	985,NOUN,SINGULAR
aburrir	984,VERB
fitness	984,NOUN,SINGULAR
pulidas	983,ADJECTIVE,PARTICIPLE
rasposa	983,ADJECTIVE
linfoma	982,NOUN,SINGULAR
virales	982,ADJECTIVE,VERB,IMP,INFLECTED_FORM
coreano	981,ADJECTIVE,NOUN,SINGULAR
lingual	980,ADJECTIVE
verbena	980,NOUN,SINGULAR
gentuza	979,NOUN,SINGULAR
beisbol	978,NOUN,SINGULAR
cetosis	978,NOUN,SINGULAR
dudosas	978,ADJECTIVE
innatos	977,ADJECTIVE
gordura	971,NOUN,SINGULAR
playboy	970,NOUN,SINGULAR
frenado	969,NOUN,PARTICIPLE,SINGULAR
reabrir	969,VERB
bitcoin	967,NOUN,SINGULAR
ahijado	966,NOUN,PARTICIPLE,SINGULAR
divisor	965,ADJECTIVE,NOUN,SINGULAR
pilotar	964,VERB
voraces	963,ADJECTIVE
esquela	962,NOUN,SINGULAR
estrago	962,NOUN,VERB,SINGULAR
menudas	962,ADJECTIVE
chupito	961,NOUN,SINGULAR
cavilar	960,VERB
galanes	960,ADJECTIVE,NOUN,PLURAL
tomista	960,ADJECTIVE
piquete	958,NOUN,SINGULAR
cenador	957,NOUN,SINGULAR
pocilga	957,NOUN,SINGULAR
ardides	955,ADJECTIVE,NOUN,PLURAL
tapadas	954,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
acetato	953,NOUN,SINGULAR
calamar	953,NOUN,SINGULAR
saquito	950,NOUN,SINGULAR
aldeano	949,ADJECTIVE,NOUN,SINGULAR
cuadrar	949,VERB
aduanal	948,ADJECTIVE
desgano	948,NOUN,VERB,SINGULAR
potrero	947,NOUN,SINGULAR
sobrada	947,ADJECTIVE,PARTICIPLE
apegada	946,ADJECTIVE,PARTICIPLE
daneses	946,ADJECTIVE,NOUN,PLURAL
malsana	946,ADJECTIVE
chupete	945,NOUN,SINGULAR
grumete	945,NOUN,SINGULAR
asepsia	944,NOUN,SINGULAR
alfalfa	943,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
decurso	941,NOUN,SINGULAR
selenio	940,NOUN,SINGULAR
vivaces	939,ADJECTIVE
plomizo	936,ADJECTIVE
sardina	936,NOUN,SINGULAR
indiano	935,ADJECTIVE,NOUN,SINGULAR
neonato	935,NOUN,SINGULAR
ruinosa	935,ADJECTIVE
oficiar	934,VERB
alabado	928,NOUN,PARTICIPLE,SINGULAR
tatuada	928,ADJECTIVE,PARTICIPLE
terrier	928,NOUN,SINGULAR
cotilla	927,ADJECTIVE,NOUN,SINGULAR
colitis	925,NOUN,SINGULAR
karaoke	924,NOUN,SINGULAR
playera	924,NOUN,ADJECTIVE,SINGULAR
ahorcar	923,VERB
extinta	923,ADJECTIVE
puercos	923,ADJECTIVE,NOUN,PLURAL
donaire	922,NOUN,SINGULAR
impuros	922,ADJECTIVE
arcanos	921,ADJECTIVE,NOUN,PLURAL
augusta	921,ADJECTIVE
coreana	921,NOUN,ADJECTIVE,SINGULAR
morados	921,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
esclusa	920,NOUN,SINGULAR
subtipo	920,NOUN,SINGULAR
venerar	920,VERB
chalupa	919,NOUN,SINGULAR
serenos	919,ADJECTIVE,NOUN,PLURAL
prestas	918,ADJECTIVE,VERB
reborde	918,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
expolio	917,NOUN,VERB,SINGULAR
tugurio	914,NOUN,SINGULAR
asirios	913,ADJECTIVE,NOUN,PLURAL
gourmet	913,ADJECTIVE
letrina	911,NOUN,SINGULAR
vikingo	911,ADJECTIVE,NOUN,SINGULAR
alforja	909,NOUN,SINGULAR
fibrosa	909,ADJECTIVE
affaire	908,NOUN,SINGULAR
alondra	905,NOUN,SINGULAR
naranjo	904,NOUN,SINGULAR
ahumada	902,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
invitas	900,ADJECTIVE,VERB
leproso	900,ADJECTIVE
criador	899,NOUN,SINGULAR
nevados	899,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
sideral	899,ADJECTIVE
odiosos	898,ADJECTIVE
bizarro	896,ADJECTIVE
startup	895,NOUN,SINGULAR
mapache	893,NOUN,SINGULAR
obscena	893,ADJECTIVE
fluidas	892,ADJECTIVE,PARTICIPLE
ominosa	892,ADJECTIVE
rodante	892,ADJECTIVE
felpudo	891,NOUN,SINGULAR
licitud	891,NOUN,SINGULAR
default	890,NOUN,SINGULAR
molidas	890,ADJECTIVE,PARTICIPLE
tonales	888,ADJECTIVE
estrena	887,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
alzadas	886,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
charola	886,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
leptina	885,NOUN,SINGULAR
florida	884,ADJECTIVE
coqueto	883,ADJECTIVE,NOUN,SINGULAR
salinas	883,ADJECTIVE,NOUN,PLURAL
abyecto	882,ADJECTIVE
etileno	881,NOUN,SINGULAR
jugosos	881,ADJECTIVE
cohecho	880,NOUN,VERB,SINGULAR
martini	879,NOUN,SINGULAR
postrer	879,ADJECTIVE
noruega	878,NOUN,ADJECTIVE,SINGULAR
tablado	878,NOUN,PARTICIPLE,SINGULAR
relator	875,NOUN,SINGULAR
convexo	874,ADJECTIVE
abdicar	873,VERB
versado	873,ADJECTIVE,PARTICIPLE
borrada	872,ADJECTIVE,PARTICIPLE
coaxial	872,ADJECTIVE
teucros	870,ADJECTIVE,NOUN,PLURAL
ventoso	870,ADJECTIVE,NOUN,SINGULAR
afamado	869,ADJECTIVE,PARTICIPLE
canasto	869,NOUN,SINGULAR
frazada	869,NOUN,SINGULAR
curvado	867,ADJECTIVE,PARTICIPLE
viriles	866,ADJECTIVE
biquini	865,NOUN,SINGULAR
detonar	864,VERB
mirones	864,ADJECTIVE,NOUN,PLURAL
acosada	863,ADJECTIVE,PARTICIPLE
clarito	863,ADJECTIVE
deponer	863,VERB
drogada	863,ADJECTIVE,PARTICIPLE
marisma	863,NOUN,SINGULAR
civismo	862,NOUN,SINGULAR
plebeyo	860,ADJECTIVE,NOUN,SINGULAR
tupidas	860,ADJECTIVE,PARTICIPLE
exnovia	858,NOUN,SINGULAR
neutras	858,ADJECTIVE
western	858,NOUN,SINGULAR
tiritar	857,VERB
represa	856,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
rizados	856,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
viajera	855,NOUN,ADJECTIVE,SINGULAR
emporio	854,NOUN,SINGULAR
batidas	850,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
minibar	850,NOUN,SINGULAR
tozudez	849,NOUN,SINGULAR
basalto	848,NOUN,SINGULAR
capitan	848,NOUN,SINGULAR
coliseo	846,NOUN,SINGULAR
halagar	846,VERB
sedante	846,ADJECTIVE,NOUN,SINGULAR
erizada	845,ADJECTIVE,PARTICIPLE
insomne	844,ADJECTIVE,NOUN,SINGULAR
lombriz	844,NOUN,SINGULAR
collado	842,NOUN,SINGULAR
arriero	841,NOUN,SINGULAR
impunes	841,ADJECTIVE
conexas	840,ADJECTIVE
reacios	840,ADJECTIVE
veganas	840,ADJECTIVE,NOUN,PLURAL
hatillo	839,NOUN,SINGULAR
ventero	839,NOUN,SINGULAR
evasiva	838,NOUN,ADJECTIVE,SINGULAR
psiquis	838,NOUN,SINGULAR
colgajo	837,NOUN,SINGULAR
rinitis	837,NOUN,SINGULAR
penados	836,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
profusa	836,ADJECTIVE
pulidos	836,ADJECTIVE,PARTICIPLE
tiovivo	835,NOUN,SINGULAR
prestos	834,ADJECTIVE
repique	831,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
sufijos	829,ADJECTIVE,NOUN,PLURAL
escroto	828,NOUN,SINGULAR
duodeno	827,NOUN,SINGULAR
tenista	827,NOUN,SINGULAR
armador	826,NOUN,SINGULAR
lechoso	825,ADJECTIVE,NOUN,SINGULAR
oloroso	825,ADJECTIVE,NOUN,SINGULAR
juliana	824,NOUN,ADJECTIVE,SINGULAR
cabeceo	823,NOUN,VERB,SINGULAR
tintura	823,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
arcabuz	822,NOUN,SINGULAR
acotada	820,ADJECTIVE,PARTICIPLE
cursado	820,ADJECTIVE,PARTICIPLE
tamales	819,ADJECTIVE,NOUN,PLURAL
caninos	817,ADJECTIVE,NOUN,PLURAL
viejito	815,ADJECTIVE
manilla	814,NOUN,SINGULAR
avezado	812,ADJECTIVE,PARTICIPLE
puntito	812,NOUN,SINGULAR
usurpar	812,VERB
canaria	811,NOUN,ADJECTIVE,SINGULAR
absceso	809,NOUN,SINGULAR
gustosa	809,ADJECTIVE
andador	808,ADJECTIVE,NOUN,SINGULAR
baldosa	806,NOUN,SINGULAR
ociosas	806,ADJECTIVE,NOUN,PLURAL
surfear	805,VERB
finitos	804,ADJECTIVE
truchas	804,ADJECTIVE,NOUN,PLURAL
cachete	803,NOUN,SINGULAR
opresor	803,NOUN,SINGULAR
bucales	802,ADJECTIVE
juntura	800,NOUN,SINGULAR
otomana	800,ADJECTIVE
eslavos	798,ADJECTIVE,NOUN,PLURAL
burrito	797,NOUN,SINGULAR
hervido	797,NOUN,PARTICIPLE,SINGULAR
amargor	796,NOUN,SINGULAR
mayoral	796,NOUN,SINGULAR
vetusto	796,ADJECTIVE
bellota	795,NOUN,SINGULAR
encomio	795,NOUN,VERB,SINGULAR
pollito	794,NOUN,SINGULAR
bocazas	793,NOUN,SINGULAR
coronal	793,ADJECTIVE,NOUN,SINGULAR
dentada	793,ADJECTIVE,PARTICIPLE
batidor	792,NOUN,SINGULAR
rasgado	792,NOUN,PARTICIPLE,SINGULAR
flirteo	791,NOUN,VERB,SINGULAR
campera	790,NOUN,ADJECTIVE,SINGULAR
estasis	790,NOUN,SINGULAR
falsear	790,VERB
moteado	790,ADJECTIVE,PARTICIPLE
repunte	790,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
delator	787,ADJECTIVE,NOUN,SINGULAR
flagelo	787,NOUN,VERB,SINGULAR
frenazo	786,NOUN,SINGULAR
gaznate	786,NOUN,SINGULAR
navarro	786,ADJECTIVE,NOUN,SINGULAR
pedante	786,ADJECTIVE,NOUN,SINGULAR
terceto	786,NOUN,SINGULAR
capitel	785,NOUN,SINGULAR
compota	782,NOUN,SINGULAR
modorra	782,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
durazno	778,NOUN,SINGULAR
fichaje	778,NOUN,SINGULAR
altivos	776,ADJECTIVE
pirueta	776,NOUN,SINGULAR
sofrito	776,NOUN,PARTICIPLE,SINGULAR
abundar	774,VERB
barrica	774,NOUN,SINGULAR
indemne	774,ADJECTIVE
clarear	773,VERB
fiambre	772,NOUN,SINGULAR
calleja	771,NOUN,SINGULAR
estanca	771,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pinches	771,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
reventa	771,NOUN,SINGULAR
olorosa	770,ADJECTIVE
sazonar	768,VERB
plumero	766,NOUN,SINGULAR
difusor	765,ADJECTIVE,NOUN,SINGULAR
equipar	763,VERB
empalme	762,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
enfilar	762,VERB
bisagra	761,NOUN,SINGULAR
hebreas	761,ADJECTIVE,NOUN,PLURAL
inculto	761,ADJECTIVE
novicio	760,NOUN,SINGULAR
brumosa	759,ADJECTIVE
zarista	759,ADJECTIVE,NOUN,SINGULAR
gordito	758,ADJECTIVE
relevar	758,VERB
ruidito	758,NOUN,SINGULAR
arconte	757,NOUN,SINGULAR
insulsa	757,ADJECTIVE
adosado	756,ADJECTIVE,PARTICIPLE
laminar	755,ADJECTIVE,VERB
erudita	754,NOUN,ADJECTIVE,SINGULAR
mollera	754,NOUN,SINGULAR
morfema	754,NOUN,SINGULAR
diurnas	753,ADJECTIVE
peludos	753,ADJECTIVE,NOUN,PLURAL
castizo	752,ADJECTIVE
retoque	751,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
tajadas	751,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
encoger	750,VERB
noveles	749,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
efusiva	748,ADJECTIVE
curados	746,ADJECTIVE,PARTICIPLE
carnoso	745,ADJECTIVE
destajo	745,NOUN,VERB,SINGULAR
torpedo	745,NOUN,SINGULAR
cedente	743,NOUN,ADJECTIVE,SINGULAR
piragua	743,NOUN,SINGULAR
dedillo	742,NOUN,SINGULAR
fariseo	742,NOUN,SINGULAR
ahijada	741,NOUN,PARTICIPLE,SINGULAR
impasse	741,NOUN,SINGULAR
miosina	741,NOUN,SINGULAR
mixtura	740,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
onerosa	740,ADJECTIVE
vampira	739,NOUN,SINGULAR
monacal	737,ADJECTIVE
barajar	735,VERB
boniato	735,NOUN,SINGULAR
garrafa	735,NOUN,SINGULAR
retocar	735,VERB
impares	734,ADJECTIVE,NOUN,PLURAL
reversa	734,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
abocada	732,ADJECTIVE,PARTICIPLE
defecar	732,VERB
miedoso	732,ADJECTIVE,NOUN,SINGULAR
airadas	730,ADJECTIVE,PARTICIPLE
evasivo	729,ADJECTIVE
indiana	729,NOUN,ADJECTIVE,SINGULAR
platito	729,NOUN,SINGULAR
regateo	728,NOUN,VERB,SINGULAR
risible	728,ADJECTIVE
confeti	727,NOUN,SINGULAR
berlina	726,NOUN,SINGULAR
alterno	725,ADJECTIVE,VERB
cuelgue	725,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
vallado	725,NOUN,PARTICIPLE,SINGULAR
granado	723,ADJECTIVE,PARTICIPLE,NOUN,SINGULAR
puntada	723,NOUN,PARTICIPLE,SINGULAR
bengala	722,NOUN,SINGULAR
holgado	722,ADJECTIVE,PARTICIPLE
quintas	722,ADJECTIVE,NOUN,PLURAL
dechado	720,NOUN,SINGULAR
graduar	720,VERB
empapar	719,VERB
litigar	719,VERB
obrador	718,NOUN,SINGULAR
sesgado	718,ADJECTIVE,PARTICIPLE
ultimar	717,VERB
ensalmo	716,NOUN,SINGULAR
opereta	716,NOUN,SINGULAR
frutero	715,ADJECTIVE,NOUN,SINGULAR
lloroso	715,ADJECTIVE
malsano	714,ADJECTIVE
serenas	714,ADJECTIVE,NOUN,VERB,PLURAL
palazzo	711,NOUN,SINGULAR
tejedor	709,NOUN,SINGULAR
flojera	708,NOUN,SINGULAR
barrial	707,ADJECTIVE,NOUN,SINGULAR
maicena	707,NOUN,SINGULAR
negrito	707,NOUN,ADJECTIVE,SINGULAR
ganadas	706,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
esprint	705,NOUN,SINGULAR
insulso	705,ADJECTIVE
reyerta	705,NOUN,SINGULAR
chancho	703,NOUN,ADJECTIVE,SINGULAR
acechar	701,VERB
rapaces	701,ADJECTIVE,NOUN,PLURAL
sainete	701,NOUN,SINGULAR
alarmar	700,VERB
patrias	700,ADJECTIVE,NOUN,PLURAL
arrugar	698,VERB
fibrina	697,NOUN,SINGULAR
granero	697,NOUN,SINGULAR
usurero	697,NOUN,SINGULAR
acuosos	696,ADJECTIVE
prontos	695,ADJECTIVE
embuste	694,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
finitas	692,ADJECTIVE
mocosos	692,ADJECTIVE,NOUN,PLURAL
caterva	690,NOUN,SINGULAR
guisado	689,NOUN,PARTICIPLE,SINGULAR
torreta	689,NOUN,SINGULAR
sagaces	688,ADJECTIVE
azulejo	687,ADJECTIVE,NOUN,VERB,SINGULAR
tersura	684,NOUN,SINGULAR
animosa	683,ADJECTIVE
gozosos	680,ADJECTIVE
gravosa	680,ADJECTIVE
helecho	680,NOUN,SINGULAR
lechosa	680,NOUN,ADJECTIVE,SINGULAR
quejoso	680,ADJECTIVE
debidos	679,ADJECTIVE,PARTICIPLE
sarcoma	679,NOUN,SINGULAR
whiskey	679,NOUN,SINGULAR
chabola	677,NOUN,SINGULAR
recular	677,VERB
viciosa	677,ADJECTIVE
bordear	676,VERB
pilates	676,NOUN,SINGULAR
viejita	676,NOUN,ADJECTIVE,SINGULAR
taimada	675,ADJECTIVE
orfebre	674,NOUN,SINGULAR
papales	674,ADJECTIVE,VERB,IMP,INFLECTED_FORM
taimado	674,ADJECTIVE
mentora	673,NOUN,SINGULAR
caldeos	672,ADJECTIVE,NOUN,PLURAL
mafiosa	672,NOUN,ADJECTIVE,SINGULAR
infecta	670,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
dentado	669,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
uretral	669,ADJECTIVE
electro	668,NOUN,SINGULAR
embalar	668,VERB
ligando	666,NOUN,VERB,INFLECTED_FORM,PRES_PART,SINGULAR
risotto	666,NOUN,SINGULAR
soldada	666,NOUN,PARTICIPLE,SINGULAR
rectora	664,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
cigarra	663,NOUN,SINGULAR
moteada	663,ADJECTIVE,PARTICIPLE
pandero	661,NOUN,SINGULAR
faldero	660,ADJECTIVE
lechero	660,ADJECTIVE,NOUN,SINGULAR
masilla	659,NOUN,SINGULAR
golpiza	658,NOUN,SINGULAR
arquear	657,VERB
espesar	656,VERB
incauto	656,ADJECTIVE,NOUN,VERB,SINGULAR
feacios	654,ADJECTIVE,NOUN,PLURAL
lindero	654,NOUN,ADJECTIVE,SINGULAR
relegar	654,VERB
trabada	654,ADJECTIVE,PARTICIPLE
convexa	653,ADJECTIVE
hachazo	651,NOUN,SINGULAR
pomposa	648,ADJECTIVE
cajuela	647,NOUN,SINGULAR
moldura	646,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
terroso	646,ADJECTIVE
bellaco	645,NOUN,ADJECTIVE,SINGULAR
atraque	644,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
escabel	644,NOUN,SINGULAR
morador	644,ADJECTIVE,NOUN,SINGULAR
dentina	643,NOUN,SINGULAR
nivelar	643,VERB
calloso	642,ADJECTIVE
colegir	642,VERB
mosaica	641,ADJECTIVE
cubetas	639,ADJECTIVE,NOUN,PLURAL
fangoso	639,ADJECTIVE
gordita	638,NOUN,ADJECTIVE,SINGULAR
lisonja	638,NOUN,SINGULAR
puntera	636,NOUN,ADJECTIVE,SINGULAR
acoplar	634,VERB
aguardo	634,NOUN,VERB,SINGULAR
ascesis	634,NOUN,SINGULAR
sedosos	634,ADJECTIVE
sordina	634,NOUN,SINGULAR
cenital	632,ADJECTIVE
hinchar	632,VERB
sofista	632,NOUN,SINGULAR
corbeta	631,NOUN,SINGULAR
villana	630,NOUN,ADJECTIVE,SINGULAR
cansino	628,ADJECTIVE
arenque	627,NOUN,SINGULAR
liberto	627,ADJECTIVE,NOUN,VERB,SINGULAR
sulfuro	627,NOUN,VERB,SINGULAR
veraces	627,ADJECTIVE
blandir	625,VERB
soplete	624,NOUN,SINGULAR
espuela	622,NOUN,SINGULAR
monismo	622,NOUN,SINGULAR
licuado	621,NOUN,PARTICIPLE,SINGULAR
peineta	621,NOUN,SINGULAR
triples	621,ADJECTIVE,NOUN,PLURAL
grullas	620,ADJECTIVE,NOUN,PLURAL
perlada	620,ADJECTIVE,PARTICIPLE
sumisos	620,ADJECTIVE
repicar	619,VERB
argucia	618,NOUN,SINGULAR
croatas	618,ADJECTIVE,NOUN,PLURAL
parasol	618,NOUN,SINGULAR
chapuza	617,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
achacar	616,VERB
airados	616,ADJECTIVE,PARTICIPLE
ofertar	616,VERB
pernera	616,NOUN,SINGULAR
recelar	616,VERB
ojeroso	615,ADJECTIVE
sondaje	615,NOUN,SINGULAR
varados	615,ADJECTIVE,PARTICIPLE
celosas	614,ADJECTIVE
esquife	614,NOUN,SINGULAR
estoque	614,NOUN,SINGULAR
laborar	614,VERB
aferrar	612,VERB
zarpado	612,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
patrios	611,ADJECTIVE
fierros	610,ADJECTIVE,NOUN,PLURAL
fritura	609,NOUN,SINGULAR
trabado	609,ADJECTIVE,PARTICIPLE
cabrona	608,NOUN,ADJECTIVE,SINGULAR
chistar	608,VERB
invicto	607,ADJECTIVE
diurnos	606,ADJECTIVE,NOUN,PLURAL
mandala	606,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
topacio	606,NOUN,SINGULAR
helenos	605,ADJECTIVE
probeta	605,NOUN,SINGULAR
caballa	604,NOUN,SINGULAR
compost	604,NOUN,SINGULAR
rolliza	604,ADJECTIVE
borrego	603,ADJECTIVE,NOUN,SINGULAR
gorrito	603,NOUN,SINGULAR
palomar	603,NOUN,SINGULAR
durable	602,ADJECTIVE
penosos	602,ADJECTIVE
primate	601,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
anuario	600,NOUN,SINGULAR
sorbito	599,NOUN,SINGULAR
carnada	598,NOUN,SINGULAR
jugosas	597,ADJECTIVE
mazorca	597,NOUN,SINGULAR
apocado	596,ADJECTIVE,PARTICIPLE
mariana	596,ADJECTIVE
velamen	596,NOUN,SINGULAR
macular	594,ADJECTIVE,VERB
adherir	593,VERB
muiscas	593,ADJECTIVE,NOUN,PLURAL
jumento	592,NOUN,SINGULAR
levitar	592,VERB
polenta	592,NOUN,SINGULAR
sucinto	592,ADJECTIVE
culposa	589,ADJECTIVE
cifrada	588,ADJECTIVE,PARTICIPLE
hititas	588,ADJECTIVE,NOUN,PLURAL
vacunar	588,VERB
inculta	587,ADJECTIVE
mamaria	586,ADJECTIVE
mandona	586,NOUN,ADJECTIVE,SINGULAR
radicar	586,VERB
marasmo	585,NOUN,SINGULAR
chivato	583,NOUN,SINGULAR
estafar	582,VERB
macizas	581,ADJECTIVE,VERB
pollera	581,NOUN,SINGULAR
prolija	581,ADJECTIVE
abyecta	580,ADJECTIVE
boyante	579,ADJECTIVE
sosegar	579,VERB
samsara	578,NOUN,SINGULAR
delirar	577,VERB
miedosa	577,ADJECTIVE
navarra	577,NOUN,ADJECTIVE,SINGULAR
carcoma	575,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
novillo	575,NOUN,SINGULAR
aciagos	574,ADJECTIVE,NOUN,PLURAL
bazofia	574,NOUN,SINGULAR
inocuos	574,ADJECTIVE
jofaina	574,NOUN,SINGULAR
cabrero	573,NOUN,SINGULAR
offline	573,ADJECTIVE
barbado	572,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
fusible	571,ADJECTIVE,NOUN,SINGULAR
llaneza	571,NOUN,SINGULAR
pocillo	571,NOUN,SINGULAR
longeva	570,ADJECTIVE
remojar	570,VERB
gravoso	568,ADJECTIVE
caniche	567,NOUN,SINGULAR
divinal	567,ADJECTIVE
lechera	566,NOUN,ADJECTIVE,SINGULAR
viciada	566,ADJECTIVE,PARTICIPLE
parquet	565,NOUN,SINGULAR
arrimar	564,VERB
destete	564,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
lisiado	564,ADJECTIVE,PARTICIPLE
movible	563,ADJECTIVE
paprika	563,NOUN,SINGULAR
redoble	563,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
peciolo	562,NOUN,SINGULAR
brazada	561,NOUN,SINGULAR
huesuda	561,ADJECTIVE
pedrada	561,NOUN,SINGULAR
mediata	560,ADJECTIVE
plebeya	560,NOUN,ADJECTIVE,SINGULAR
vienesa	560,NOUN,ADJECTIVE,SINGULAR
aditivo	559,ADJECTIVE,NOUN,SINGULAR
medroso	558,ADJECTIVE
mitosis	558,NOUN,SINGULAR
vihuela	558,NOUN,SINGULAR
asiduos	557,ADJECTIVE
chuleta	556,NOUN,SINGULAR
cilicio	556,ADJECTIVE,NOUN,SINGULAR
milonga	556,NOUN,SINGULAR
brochas	555,NOUN,ADJECTIVE,PLURAL
brother	555,NOUN,SINGULAR
empaste	555,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
humedal	554,NOUN,SINGULAR
quinina	554,NOUN,SINGULAR
recetar	554,VERB
fecales	553,ADJECTIVE
cuestor	552,NOUN,SINGULAR
retozar	551,VERB
canilla	550,NOUN,SINGULAR
valedor	550,NOUN,SINGULAR
cruento	549,ADJECTIVE
culposo	549,ADJECTIVE
extinto	549,ADJECTIVE
lectivo	549,ADJECTIVE
pasante	549,NOUN,ADJECTIVE,SINGULAR
subjefe	549,NOUN,SINGULAR
sumisas	548,ADJECTIVE
