tiempo	1498128,NOUN,SINGULAR
golfos	462,ADJECTIVE,NOUN,PLURAL
aseado	461,ADJECTIVE,PARTICIPLE
veedor	461,ADJECTIVE,NOUN,SINGULAR
bypass	460,NOUN,SINGULAR
besugo	459,NOUN,SINGULAR
carena	459,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
duchar	459,VERB
nipona	458,NOUN,ADJECTIVE,SINGULAR
ronzal	458,NOUN,SINGULAR
brocal	457,NOUN,SINGULAR
babero	456,NOUN,SINGULAR
cifrar	456,VERB
ladina	456,ADJECTIVE
burdos	454,ADJECTIVE
milano	454,NOUN,SINGULAR
vianda	453,NOUN,SINGULAR
butano	452,NOUN,SINGULAR
serbia	452,NOUN,ADJECTIVE,SINGULAR
austro	451,NOUN,SINGULAR
puebla	451,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
strike	451,NOUN,SINGULAR
aciaga	450,ADJECTIVE
ferina	450,ADJECTIVE
abulia	449,NOUN,SINGULAR
eczema	449,NOUN,SINGULAR
ricota	449,NOUN,SINGULAR
bocata	448,NOUN,SINGULAR
churro	448,NOUN,ADJECTIVE,SINGULAR
leader	448,NOUN,SINGULAR
gaceta	443,NOUN,SINGULAR
secuaz	443,ADJECTIVE,NOUN,SINGULAR
atrezo	442,NOUN,SINGULAR
estofa	441,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
lipasa	441,NOUN,SINGULAR
tostar	441,VERB
ropita	438,NOUN,SINGULAR
katana	437,NOUN,SINGULAR
osadas	437,ADJECTIVE,PARTICIPLE
bullir	436,VERB
cubito	436,NOUN,SINGULAR
oropel	436,NOUN,SINGULAR
bolera	435,NOUN,SINGULAR
septal	435,ADJECTIVE
sketch	434,NOUN,SINGULAR
canuto	433,NOUN,ADJECTIVE,SINGULAR
favela	433,NOUN,SINGULAR
gnosis	433,NOUN,SINGULAR
arduos	432,ADJECTIVE
asirio	432,NOUN,ADJECTIVE,SINGULAR
mecida	432,NOUN,PARTICIPLE,SINGULAR
kibutz	431,NOUN,SINGULAR
mustia	431,ADJECTIVE
amenos	430,ADJECTIVE
filoso	430,ADJECTIVE
morera	430,NOUN,SINGULAR
sacras	429,ADJECTIVE
trasgo	429,NOUN,SINGULAR
mansas	428,ADJECTIVE
tersos	428,ADJECTIVE
prieta	427,NOUN,ADJECTIVE,SINGULAR
tahona	427,NOUN,SINGULAR
ansiar	426,VERB
jardin	426,NOUN,SINGULAR
yodada	425,ADJECTIVE
glotis	424,NOUN,SINGULAR
cenote	423,NOUN,SINGULAR
rebato	423,NOUN,VERB,SINGULAR
babosa	422,NOUN,ADJECTIVE,SINGULAR
curato	422,NOUN,SINGULAR
gotita	422,NOUN,SINGULAR
dipolo	421,NOUN,SINGULAR
armero	420,ADJECTIVE,NOUN,SINGULAR
beatos	420,ADJECTIVE
raudos	419,ADJECTIVE
sitiar	419,VERB
exjefe	418,NOUN,SINGULAR
ratero	418,NOUN,SINGULAR
damita	417,NOUN,SINGULAR
ignoto	417,ADJECTIVE
licuar	417,VERB
frikis	416,ADJECTIVE,NOUN,PLURAL
manaza	415,NOUN,SINGULAR
aguaje	414,NOUN,SINGULAR
filosa	414,ADJECTIVE
pandeo	414,NOUN,VERB,SINGULAR
balear	413,VERB,ADJECTIVE,PROPER NOUN
currar	413,VERB
almeja	411,NOUN,SINGULAR
forrar	410,VERB
albino	409,ADJECTIVE,NOUN,SINGULAR
bombos	409,ADJECTIVE,NOUN,PLURAL
cierzo	409,NOUN,SINGULAR
golden	409,NOUN,SINGULAR
incoar	409,VERB
calmas	408,ADJECTIVE,NOUN,VERB,PLURAL
paleto	407,ADJECTIVE,NOUN,SINGULAR
regate	407,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
gasoil	405,NOUN,SINGULAR
patera	405,NOUN,SINGULAR
suecas	405,ADJECTIVE,NOUN,PLURAL
broker	404,NOUN,SINGULAR
muesli	404,NOUN,SINGULAR
furcia	403,NOUN,SINGULAR
malvas	403,ADJECTIVE,NOUN,PLURAL
hostel	402,NOUN,SINGULAR
lobuna	402,ADJECTIVE
maison	402,NOUN,SINGULAR
putita	402,NOUN,SINGULAR
glosar	401,VERB
lubina	400,NOUN,SINGULAR
maizal	400,NOUN,SINGULAR
gringa	398,NOUN,SINGULAR
mohosa	398,ADJECTIVE
procaz	398,ADJECTIVE
remero	398,NOUN,SINGULAR
boxear	397,VERB
corola	397,NOUN,SINGULAR
raquis	397,NOUN,SINGULAR
cimera	396,NOUN,ADJECTIVE,SINGULAR
fungir	394,VERB
sopapo	394,NOUN,SINGULAR
triada	394,NOUN,SINGULAR
amarra	393,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ojival	393,ADJECTIVE
vestal	393,ADJECTIVE,NOUN,SINGULAR
ajados	392,ADJECTIVE,PARTICIPLE
cateto	392,NOUN,SINGULAR
lisina	392,NOUN,SINGULAR
tiesos	392,ADJECTIVE,NOUN,PLURAL
colita	391,NOUN,SINGULAR
pipeta	391,NOUN,SINGULAR
sancto	391,ADJECTIVE,NOUN,PARTICLE,SINGULAR
vitral	391,NOUN,SINGULAR
afgana	390,NOUN,ADJECTIVE,SINGULAR
sonada	389,ADJECTIVE,PARTICIPLE
aseada	388,ADJECTIVE,PARTICIPLE
caribe	387,ADJECTIVE,NOUN,SINGULAR
farero	387,NOUN,SINGULAR
libios	387,ADJECTIVE,NOUN,PLURAL
sibila	387,NOUN,SINGULAR
torque	387,NOUN,SINGULAR
motero	386,NOUN,SINGULAR
pajizo	384,ADJECTIVE
retama	384,NOUN,SINGULAR
regios	383,ADJECTIVE
copete	381,NOUN,SINGULAR
hitita	381,ADJECTIVE,NOUN,SINGULAR
lacios	381,ADJECTIVE
nimias	381,ADJECTIVE
pencas	381,ADJECTIVE,NOUN,PLURAL
sesera	380,NOUN,SINGULAR
tobera	380,NOUN,SINGULAR
magras	378,ADJECTIVE,NOUN,PLURAL
medina	378,NOUN,SINGULAR
anchoa	377,NOUN,SINGULAR
abordo	376,NOUN,VERB,SINGULAR
stream	376,NOUN,SINGULAR
rapero	375,ADJECTIVE,NOUN,SINGULAR
tildar	375,VERB
manido	374,ADJECTIVE,PARTICIPLE
gresca	373,NOUN,SINGULAR
timbal	373,NOUN,SINGULAR
coleto	372,NOUN,SINGULAR
crespo	372,ADJECTIVE,NOUN,VERB,SINGULAR
roncos	372,ADJECTIVE,NOUN,PLURAL
hybris	371,NOUN,SINGULAR
squash	371,NOUN,SINGULAR
canola	370,NOUN,SINGULAR
octeto	370,NOUN,SINGULAR
pigmeo	370,ADJECTIVE,NOUN,SINGULAR
sobaco	370,NOUN,SINGULAR
voyeur	370,NOUN,SINGULAR
amenas	368,ADJECTIVE
anexar	367,VERB
semita	367,ADJECTIVE,NOUN,SINGULAR
pesaje	366,NOUN,SINGULAR
viudos	366,ADJECTIVE,NOUN,PLURAL
posesa	365,NOUN,ADJECTIVE,SINGULAR
isleta	364,NOUN,SINGULAR
manteo	364,NOUN,VERB,SINGULAR
pamela	364,NOUN,SINGULAR
balido	363,NOUN,SINGULAR
chungo	363,ADJECTIVE,NOUN,SINGULAR
frigio	363,ADJECTIVE,NOUN,SINGULAR
quarto	363,ADJECTIVE,NOUN,SINGULAR
redoma	363,NOUN,SINGULAR
manida	362,ADJECTIVE,PARTICIPLE
charro	361,ADJECTIVE,NOUN,INTERJECTION,SINGULAR
huiste	360,NOUN,VERB,INFLECTED_FORM,PAST,SINGULAR
patena	360,NOUN,SINGULAR
clonar	359,VERB
penada	359,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
plinto	358,NOUN,SINGULAR
tersas	358,ADJECTIVE
troika	358,NOUN,SINGULAR
zurcir	358,VERB
quorum	357,NOUN,SINGULAR
calvos	356,ADJECTIVE,NOUN,PLURAL
chocho	356,NOUN,ADJECTIVE,SINGULAR
etaria	356,ADJECTIVE
hatajo	356,NOUN,SINGULAR
monito	356,NOUN,ADJECTIVE,SINGULAR
salami	356,NOUN,SINGULAR
tapara	356,NOUN,VERB,3PS,INFLECTED_FORM,SINGULAR,SUBJ
omeyas	355,ADJECTIVE,NOUN,PLURAL
ribazo	355,NOUN,SINGULAR
arriar	354,VERB
arrobo	353,NOUN,VERB,SINGULAR
golosa	353,NOUN,ADJECTIVE,SINGULAR
obtusa	353,ADJECTIVE
quarta	353,ADJECTIVE
mesmos	351,ADJECTIVE
moroso	351,ADJECTIVE,NOUN,SINGULAR
papila	351,NOUN,SINGULAR
solfeo	349,NOUN,VERB,SINGULAR
ultras	349,ADJECTIVE,NOUN,PLURAL
bunker	348,NOUN,SINGULAR
hollar	348,VERB
miasma	348,NOUN,SINGULAR
suizas	348,ADJECTIVE,NOUN,PLURAL
testuz	348,NOUN,SINGULAR
girola	347,NOUN,SINGULAR
serrar	347,VERB
rodela	346,NOUN,SINGULAR
lazada	345,NOUN,PARTICIPLE,SINGULAR
texano	345,ADJECTIVE,NOUN,SINGULAR
islita	344,NOUN,SINGULAR
alanos	342,ADJECTIVE,NOUN,PLURAL
ciliar	342,ADJECTIVE
nudosa	342,ADJECTIVE
anejas	341,ADJECTIVE
equina	341,ADJECTIVE
obseso	341,ADJECTIVE
tesina	341,NOUN,SINGULAR
capazo	340,NOUN,SINGULAR
obrita	340,NOUN,SINGULAR
pegote	340,NOUN,SINGULAR
aminas	339,ADJECTIVE,NOUN,PLURAL
fachas	339,ADJECTIVE,NOUN,VERB,PLURAL
ladear	339,VERB
tiesas	339,ADJECTIVE
remake	338,NOUN,SINGULAR
amador	337,ADJECTIVE,NOUN,SINGULAR
bocana	337,NOUN,SINGULAR
cenefa	336,NOUN,SINGULAR
dictum	336,NOUN,SINGULAR
diesel	336,NOUN,SINGULAR
grilla	336,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
rayana	336,ADJECTIVE
anejos	335,ADJECTIVE,NOUN,PLURAL
hilito	335,NOUN,SINGULAR
majada	335,NOUN,PARTICIPLE,SINGULAR
quiche	335,NOUN,SINGULAR
trilla	335,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
dedito	334,NOUN,SINGULAR
adeudo	333,NOUN,VERB,SINGULAR
alioli	333,NOUN,SINGULAR
artesa	333,NOUN,SINGULAR
maroma	333,NOUN,SINGULAR
opacar	333,VERB
chillo	332,NOUN,VERB,SINGULAR
serina	332,NOUN,SINGULAR
magros	331,ADJECTIVE,NOUN,PLURAL
minino	331,NOUN,SINGULAR
cibdad	330,NOUN,SINGULAR
estero	329,NOUN,VERB,SINGULAR
mesana	329,NOUN,SINGULAR
tecleo	329,NOUN,VERB,SINGULAR
matraz	328,NOUN,SINGULAR
plasta	328,NOUN,SINGULAR
zurdos	328,ADJECTIVE,NOUN,PLURAL
adarga	327,NOUN,SINGULAR
cerril	327,ADJECTIVE
ignota	327,ADJECTIVE
quedos	326,ADJECTIVE
aposta	325,ADVERB,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
etario	325,ADJECTIVE
faquir	325,NOUN,SINGULAR
kimchi	325,NOUN,SINGULAR
medula	325,NOUN,SINGULAR
patoso	324,ADJECTIVE
dealer	323,NOUN,SINGULAR
orante	323,NOUN,SINGULAR
macana	322,NOUN,SINGULAR
melisa	322,NOUN,SINGULAR
rebase	322,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
tercos	322,ADJECTIVE
tubito	321,NOUN,SINGULAR
webcam	321,NOUN,SINGULAR
sandez	320,NOUN,SINGULAR
slogan	320,NOUN,SINGULAR
azuzar	318,VERB
briosa	318,ADJECTIVE
copero	318,ADJECTIVE,NOUN,SINGULAR
hackeo	318,NOUN,VERB,SINGULAR
remiso	318,ADJECTIVE
trigal	318,NOUN,SINGULAR
abisal	317,ADJECTIVE
dolmen	317,NOUN,SINGULAR
esteta	317,NOUN,SINGULAR
malaya	317,NOUN,INTERJECTION,ADJECTIVE,SINGULAR
menina	317,NOUN,SINGULAR
tenida	317,NOUN,PARTICIPLE,SINGULAR
lanudo	316,ADJECTIVE
renina	316,NOUN,SINGULAR
celaje	315,NOUN,SINGULAR
hartas	314,ADJECTIVE,VERB
parida	314,NOUN,PARTICIPLE,SINGULAR
stevia	314,NOUN,SINGULAR
mimoso	313,ADJECTIVE
rebeca	313,NOUN,ADJECTIVE,SINGULAR
templa	313,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
verdeo	313,NOUN,VERB,SINGULAR
geisha	312,NOUN,SINGULAR
tirios	312,ADJECTIVE,NOUN,PLURAL
trinar	312,VERB
sobrar	311,VERB
tejano	311,ADJECTIVE,NOUN,SINGULAR
eximio	310,ADJECTIVE
rarito	310,ADJECTIVE
cunita	309,NOUN,SINGULAR
fanega	309,NOUN,SINGULAR
bastas	308,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
castos	308,ADJECTIVE
lozano	307,ADJECTIVE
triaje	307,NOUN,SINGULAR
acunar	306,VERB
ochavo	306,ADJECTIVE,NOUN,SINGULAR
parole	306,NOUN,SINGULAR
venero	306,NOUN,VERB,SINGULAR
boyero	305,NOUN,SINGULAR
hobbit	303,NOUN,SINGULAR
pirita	303,NOUN,SINGULAR
yermas	303,ADJECTIVE,VERB
inepta	301,ADJECTIVE
infusa	301,ADJECTIVE
putsch	301,NOUN,SINGULAR
tordos	301,ADJECTIVE,NOUN,PLURAL
tonito	300,NOUN,SINGULAR
alerce	299,NOUN,SINGULAR
normar	299,VERB
agrios	298,NOUN,ADJECTIVE,PLURAL
capelo	297,NOUN,SINGULAR
copago	297,NOUN,SINGULAR
ejidal	297,ADJECTIVE
tirria	297,NOUN,SINGULAR
esenia	296,NOUN,ADJECTIVE,SINGULAR
almena	295,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
cigoto	295,NOUN,SINGULAR
cardio	294,NOUN,SINGULAR
fausto	294,ADJECTIVE
flipar	294,VERB
talega	294,NOUN,SINGULAR
buffer	293,NOUN,SINGULAR
curaca	293,NOUN,SINGULAR
basket	292,NOUN,SINGULAR
botijo	292,NOUN,SINGULAR
notita	292,NOUN,SINGULAR
napalm	291,NOUN,SINGULAR
tatuar	291,VERB
coital	290,ADJECTIVE
potasa	289,NOUN,SINGULAR
pozole	289,NOUN,SINGULAR
pudrir	289,VERB
sirias	289,ADJECTIVE,NOUN,PLURAL
tranco	288,NOUN,VERB,SINGULAR
venial	287,ADJECTIVE
parlar	286,VERB
careto	285,ADJECTIVE,NOUN,SINGULAR
fulcro	285,NOUN,SINGULAR
inopia	285,NOUN,SINGULAR
zarzal	285,NOUN,SINGULAR
adarve	284,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
bancal	283,NOUN,SINGULAR
escupo	283,NOUN,VERB,SINGULAR
merino	283,ADJECTIVE,NOUN,SINGULAR
oleico	282,ADJECTIVE
sancta	282,NOUN,ADJECTIVE,SINGULAR
aljama	281,NOUN,SINGULAR
catana	281,NOUN,SINGULAR
plante	281,VERB,NOUN,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
batear	280,VERB
chingo	280,ADJECTIVE,NOUN,VERB,SINGULAR
bramar	279,VERB
campar	279,VERB
chongo	279,NOUN,SINGULAR
coseno	279,NOUN,SINGULAR
jefazo	279,NOUN,SINGULAR
mesial	279,ADJECTIVE
corear	278,VERB
rallar	278,VERB
corner	277,NOUN,SINGULAR
humear	277,VERB
kurdas	277,ADJECTIVE,NOUN,PLURAL
metilo	277,NOUN,VERB,SINGULAR
palapa	277,NOUN,SINGULAR
conexa	276,ADJECTIVE
asolar	275,VERB
badajo	275,NOUN,SINGULAR
solana	275,NOUN,SINGULAR
cerval	274,ADJECTIVE
chutar	274,VERB
gozada	274,NOUN,PARTICIPLE,SINGULAR
helena	273,ADJECTIVE
rayano	273,ADJECTIVE
cundir	272,VERB
wasabi	272,NOUN,SINGULAR
cenizo	271,NOUN,ADJECTIVE,SINGULAR
cutres	271,ADJECTIVE
pandas	271,ADJECTIVE,NOUN,PLURAL
rosbif	271,NOUN,SINGULAR
perico	270,NOUN,ADJECTIVE,SINGULAR
cabila	269,NOUN,SINGULAR
valuar	269,VERB
espita	268,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
lebrel	268,NOUN,SINGULAR
arrimo	267,NOUN,VERB,SINGULAR
cubata	267,NOUN,SINGULAR
mofeta	267,NOUN,SINGULAR
plazer	267,NOUN,SINGULAR
amaras	266,ADJECTIVE,VERB,INFLECTED_FORM,SUBJ
corvas	266,ADJECTIVE,NOUN,VERB,PLURAL
bebita	265,NOUN,SINGULAR
grogui	264,ADJECTIVE
malito	264,ADJECTIVE
queque	264,NOUN,SINGULAR
calvas	263,ADJECTIVE,NOUN,PLURAL
ebrias	263,ADJECTIVE
bizcos	262,ADJECTIVE
horita	262,NOUN,SINGULAR
lodoso	262,ADJECTIVE
palomo	262,NOUN,SINGULAR
rayito	262,NOUN,SINGULAR
granel	261,NOUN,SINGULAR
tantra	261,NOUN,SINGULAR
grecas	260,ADJECTIVE,NOUN,PLURAL
rastra	260,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ovales	259,ADJECTIVE,VERB,IMP,INFLECTED_FORM
trunca	259,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
bagazo	258,NOUN,SINGULAR
canijo	258,ADJECTIVE,NOUN,SINGULAR
piscis	258,ADJECTIVE
bienal	257,ADJECTIVE,NOUN,SINGULAR
faenar	257,VERB
fisgar	257,VERB
lisura	257,NOUN,SINGULAR
luenga	257,ADJECTIVE
outfit	257,NOUN,SINGULAR
hoscos	256,ADJECTIVE
baobab	255,NOUN,SINGULAR
miopes	255,ADJECTIVE,NOUN,PLURAL
sesgar	255,VERB
bodrio	254,NOUN,SINGULAR
curvar	254,VERB
guinea	254,NOUN,ADJECTIVE,SINGULAR
atener	253,VERB
cholos	253,ADJECTIVE,NOUN,PLURAL
curtir	253,VERB
dinamo	253,NOUN,SINGULAR
pautar	253,VERB
poyete	253,NOUN,SINGULAR
ferial	252,ADJECTIVE
heleno	252,ADJECTIVE
yoduro	252,NOUN,VERB,SINGULAR
puerca	251,NOUN,ADJECTIVE,SINGULAR
techno	250,NOUN,SINGULAR
ajillo	249,NOUN,SINGULAR
arrear	249,VERB
jarcia	249,NOUN,SINGULAR
sherpa	249,NOUN,SINGULAR
manito	248,NOUN,SINGULAR
nidada	248,NOUN,SINGULAR
picana	248,NOUN,SINGULAR
chacha	247,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
mutual	247,ADJECTIVE,NOUN,SINGULAR
carmen	246,NOUN,SINGULAR
ciborg	246,NOUN,SINGULAR
banner	245,NOUN,SINGULAR
calima	245,NOUN,SINGULAR
golazo	245,NOUN,INTERJECTION,SINGULAR
botija	243,NOUN,SINGULAR
cribar	243,VERB
mangle	243,NOUN,SINGULAR
nenita	243,NOUN,SINGULAR
acerba	242,ADJECTIVE
doctas	242,ADJECTIVE
listar	242,VERB
polera	242,NOUN,SINGULAR
putero	242,ADJECTIVE,NOUN,SINGULAR
sexies	242,ADJECTIVE
ungida	242,ADJECTIVE,PARTICIPLE
lucrar	241,VERB
tasajo	241,NOUN,SINGULAR
tutear	241,VERB
asiria	240,NOUN,ADJECTIVE,SINGULAR
blonda	240,NOUN,ADJECTIVE,SINGULAR
camera	240,NOUN,ADJECTIVE,SINGULAR
diabla	240,NOUN,SINGULAR
facies	240,NOUN,SINGULAR
yeyuno	240,NOUN,ADJECTIVE,SINGULAR
bejuco	239,NOUN,SINGULAR
fletar	239,VERB
iridio	239,NOUN,SINGULAR
summum	239,NOUN,SINGULAR
nonato	238,ADJECTIVE
becado	237,NOUN,PARTICIPLE,SINGULAR
cancel	237,NOUN,SINGULAR
erguir	237,VERB
harapo	237,NOUN,SINGULAR
adelfa	236,NOUN,SINGULAR
bajera	235,NOUN,ADJECTIVE,SINGULAR
bicoca	235,NOUN,SINGULAR
calcar	235,VERB,NOUN,SINGULAR
dorios	235,ADJECTIVE
zacate	235,NOUN,SINGULAR
estupa	234,NOUN,SINGULAR
rayita	234,NOUN,SINGULAR
saurio	234,NOUN,SINGULAR
ardite	233,NOUN,SINGULAR
lakota	233,NOUN,SINGULAR
trullo	233,NOUN,SINGULAR
finger	232,NOUN,SINGULAR
mendaz	232,ADJECTIVE
bajini	231,ADJECTIVE
damero	231,NOUN,SINGULAR
epocal	231,ADJECTIVE
museal	231,ADJECTIVE
avante	230,ADVERB
fondue	230,NOUN,SINGULAR
yakuza	230,NOUN,SINGULAR
fogueo	229,NOUN,VERB,SINGULAR
cacheo	228,NOUN,VERB,SINGULAR
mucoso	228,ADJECTIVE
ranita	228,NOUN,SINGULAR
trillo	228,NOUN,VERB,SINGULAR
artera	227,ADJECTIVE
clicar	227,VERB
palada	227,NOUN,ADJECTIVE,SINGULAR
licios	226,ADJECTIVE,NOUN,PLURAL
olimpo	226,NOUN,SINGULAR
serosa	226,ADJECTIVE
zombie	226,NOUN,SINGULAR
adonis	224,NOUN,SINGULAR
rapaza	224,NOUN,SINGULAR
avenir	223,VERB
belfos	223,ADJECTIVE,NOUN,PLURAL
pabilo	223,NOUN,SINGULAR
yoruba	223,ADJECTIVE,NOUN,SINGULAR
areola	222,NOUN,SINGULAR
grunge	222,NOUN,SINGULAR
chucha	221,NOUN,INTERJECTION,SINGULAR
nidito	221,NOUN,SINGULAR
holgar	220,VERB
sample	220,NOUN,SINGULAR
zorzal	220,NOUN,SINGULAR
rarita	219,ADJECTIVE
hartar	218,VERB
envero	217,NOUN,VERB,SINGULAR
macaco	217,NOUN,ADJECTIVE,SINGULAR
oleosa	217,ADJECTIVE
erizar	215,VERB
guarro	215,NOUN,ADJECTIVE,SINGULAR
herbal	215,ADJECTIVE
vacada	215,NOUN,PARTICIPLE,SINGULAR
adenda	214,NOUN,SINGULAR
coptos	214,ADJECTIVE,NOUN,PLURAL
lacado	214,NOUN,PARTICIPLE,SINGULAR
pausar	214,VERB
vitela	214,NOUN,SINGULAR
zagala	214,NOUN,SINGULAR
amaros	213,ADJECTIVE,NOUN,VERB,INF,PLURAL
occiso	213,NOUN,SINGULAR
rubita	213,NOUN,SINGULAR
acanto	212,NOUN,SINGULAR
aviesa	212,ADJECTIVE
collie	212,NOUN,SINGULAR
pelito	212,NOUN,SINGULAR
artero	211,ADJECTIVE
motete	211,NOUN,SINGULAR
talvez	210,ADVERB
tarugo	210,ADJECTIVE,NOUN,SINGULAR
aqueas	209,ADJECTIVE,NOUN,PLURAL
lacito	209,NOUN,SINGULAR
muermo	209,NOUN,SINGULAR
pernil	209,NOUN,SINGULAR
rivera	209,NOUN,SINGULAR
tebano	209,ADJECTIVE
ufanos	209,ADJECTIVE
kabuki	208,NOUN,ADJECTIVE,SINGULAR
lanera	208,NOUN,ADJECTIVE,SINGULAR
atopia	207,NOUN,SINGULAR
gaucha	207,ADJECTIVE
guisar	207,VERB
mentol	207,NOUN,SINGULAR
pochar	207,VERB
tejana	207,NOUN,ADJECTIVE,SINGULAR
albero	206,ADJECTIVE,NOUN,SINGULAR
gamada	206,ADJECTIVE
rebufo	206,NOUN,SINGULAR
tarada	206,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
tartar	206,NOUN,SINGULAR
tebana	206,ADJECTIVE
truhan	206,NOUN,ADJECTIVE,SINGULAR
yndios	206,ADJECTIVE,NOUN,PLURAL
chusco	205,ADJECTIVE,NOUN,SINGULAR
ratona	205,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
tupper	205,NOUN,SINGULAR
votiva	205,ADJECTIVE
random	204,ADJECTIVE,NOUN,SINGULAR
vocear	204,VERB
bosnio	203,ADJECTIVE,NOUN,SINGULAR
chiita	203,ADJECTIVE,NOUN,SINGULAR
gandul	203,ADJECTIVE,NOUN,SINGULAR
gripal	203,ADJECTIVE
mocita	203,NOUN,SINGULAR
nahual	203,NOUN,SINGULAR
ratita	203,NOUN,SINGULAR
trader	203,NOUN,SINGULAR
tonteo	202,NOUN,VERB,SINGULAR
velita	202,NOUN,SINGULAR
cetona	201,NOUN,SINGULAR
lumpen	201,NOUN,SINGULAR
mancos	201,ADJECTIVE,NOUN,PLURAL
oxidar	201,VERB
brezal	200,NOUN,SINGULAR
xilema	200,NOUN,SINGULAR
dracma	199,NOUN,SINGULAR
mocito	199,NOUN,SINGULAR
progre	199,ADJECTIVE,NOUN,SINGULAR
ptosis	199,NOUN,SINGULAR
viario	199,ADJECTIVE
chelas	198,ADJECTIVE,NOUN,PLURAL
citara	198,NOUN,VERB,3PS,INFLECTED_FORM,SINGULAR,SUBJ
domain	198,NOUN,SINGULAR
fondeo	198,NOUN,VERB,SINGULAR
joyita	198,NOUN,SINGULAR
regato	198,NOUN,SINGULAR
vocera	198,NOUN,SINGULAR
manila	197,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
merlot	197,NOUN,SINGULAR
piloso	197,ADJECTIVE
abocar	196,VERB
anglos	196,ADJECTIVE,NOUN,PLURAL
arcana	196,ADJECTIVE
badana	196,NOUN,SINGULAR
gatuna	196,ADJECTIVE
hicsos	196,ADJECTIVE,NOUN,PLURAL
ricura	196,NOUN,SINGULAR
sesudo	196,ADJECTIVE
tragas	196,ADJECTIVE,NOUN,VERB,PLURAL
acerbo	195,ADJECTIVE
nenaza	195,NOUN,SINGULAR
refajo	195,NOUN,SINGULAR
chatos	194,ADJECTIVE
desove	194,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
fandom	194,NOUN,SINGULAR
fellow	194,NOUN,SINGULAR
imbuir	194,VERB
madona	194,NOUN,SINGULAR
uremia	194,NOUN,SINGULAR
vulvar	194,ADJECTIVE
ahumar	193,VERB
texana	193,NOUN,ADJECTIVE,SINGULAR
chango	192,NOUN,SINGULAR
chatas	192,ADJECTIVE,NOUN,PLURAL
kosher	192,ADJECTIVE
quepis	192,NOUN,SINGULAR
ateneo	191,NOUN,SINGULAR
checas	191,ADJECTIVE,NOUN,VERB,PLURAL
gladio	191,NOUN,SINGULAR
ratico	191,NOUN,SINGULAR
seroso	191,ADJECTIVE
pugnar	190,VERB
tapial	190,NOUN,SINGULAR
vejado	190,ADJECTIVE,PARTICIPLE
cyborg	189,NOUN,SINGULAR
multar	189,VERB
tueste	189,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
anoxia	188,NOUN,SINGULAR
clonal	188,ADJECTIVE
cobaya	188,NOUN,SINGULAR
patota	188,NOUN,SINGULAR
presea	188,NOUN,SINGULAR
soviet	188,NOUN,SINGULAR
timina	188,NOUN,SINGULAR
luneta	187,NOUN,SINGULAR
matojo	187,NOUN,SINGULAR
metate	187,NOUN,SINGULAR
ropera	187,NOUN,ADJECTIVE,SINGULAR
voltio	187,NOUN,SINGULAR
autito	186,NOUN,SINGULAR
coneja	186,NOUN,SINGULAR
guadua	186,NOUN,SINGULAR
ajiaco	185,NOUN,SINGULAR
estada	185,NOUN,PARTICIPLE,SINGULAR
etarra	185,ADJECTIVE,NOUN,SINGULAR
jojoba	185,NOUN,SINGULAR
mojama	185,NOUN,SINGULAR
panera	185,NOUN,ADJECTIVE,SINGULAR
platas	185,ADJECTIVE,NOUN,PLURAL
tipazo	185,NOUN,SINGULAR
yertos	185,ADJECTIVE
zapata	185,NOUN,SINGULAR
morosa	184,NOUN,ADJECTIVE,SINGULAR
