siempre	1012426,ADVERB
escenas	24028,NOUN,PLURAL
titular	24001,ADJECTIVE,NOUN,VERB,SINGULAR
refleja	23984,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
avances	23933,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
huellas	23900,NOUN,VERB,PLURAL
seguros	23865,ADJECTIVE,NOUN,PLURAL
ocupado	23861,ADJECTIVE,PARTICIPLE
aseguro	23859,VERB
pecados	23809,NOUN,PLURAL
afectan	23806,VERB
ruptura	23777,NOUN,SINGULAR
formado	23664,PARTICIPLE
imagino	23556,VERB
piensan	23524,VERB
rodeado	23509,PARTICIPLE
resulte	23463,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
molesta	23456,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
bandera	23418,NOUN,SINGULAR
desnuda	23388,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
lealtad	23283,NOUN,SINGULAR
tomaron	23228,VERB,INFLECTED_FORM,PAST
turismo	23164,NOUN,SINGULAR
pedazos	23098,NOUN,PLURAL
alemana	23075,NOUN,ADJECTIVE,SINGULAR
haberle	23069,VERB,INF
vestida	23021,ADJECTIVE,PARTICIPLE
obtiene	23019,VERB,3PS,INFLECTED_FORM
indican	22961,VERB
arreglo	22891,NOUN,VERB,SINGULAR
envidia	22764,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
creando	22751,VERB,INFLECTED_FORM,PRES_PART
obreros	22723,ADJECTIVE,NOUN,PLURAL
validez	22718,NOUN,SINGULAR
miseria	22658,NOUN,SINGULAR
ocupaba	22608,VERB,3PS,INFLECTED_FORM
ensayos	22509,NOUN,PLURAL
sucesos	22471,NOUN,PLURAL
dejarse	22465,VERB,INF
varones	22459,NOUN,PLURAL
ponerme	22426,VERB,INF
estatus	22362,NOUN,SINGULAR
reciben	22361,VERB
humilde	22327,ADJECTIVE
tejidos	22298,NOUN,PARTICIPLE,PLURAL
escucha	22283,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
alianza	22268,NOUN,SINGULAR
condena	22245,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
anuncio	22213,NOUN,VERB,SINGULAR
bebidas	22026,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
apartar	21972,VERB
servido	21898,PARTICIPLE
anciana	21833,NOUN,ADJECTIVE,SINGULAR
pasamos	21540,VERB,INFLECTED_FORM,PAST
decreto	21523,NOUN,VERB,SINGULAR
vigente	21500,ADJECTIVE
aclarar	21496,VERB
tuvimos	21478,VERB,INFLECTED_FORM,PAST
destaca	21374,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
dolores	21342,NOUN,PLURAL
trasera	21296,ADJECTIVE
creemos	21277,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
emplear	21249,VERB
sincero	21214,ADJECTIVE,VERB
dejamos	21153,VERB,INFLECTED_FORM,PAST
novedad	21144,NOUN,SINGULAR
nobleza	21085,NOUN,SINGULAR
abuelos	21070,NOUN,PLURAL
bajando	21015,VERB,INFLECTED_FORM,PRES_PART
opuesto	20984,ADJECTIVE,PARTICIPLE
aportar	20943,VERB
susurro	20939,NOUN,VERB,SINGULAR
imponer	20886,VERB
tienden	20870,VERB
prometo	20833,VERB
colonia	20812,NOUN,SINGULAR
furioso	20776,ADJECTIVE
cometer	20724,VERB
cuerdas	20639,ADJECTIVE,NOUN,PLURAL
dormida	20607,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
regalos	20604,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
quedara	20565,VERB,3PS,INFLECTED_FORM,SUBJ
hacerla	20541,VERB,INF
llevara	20538,VERB,3PS,INFLECTED_FORM,SUBJ
generan	20458,VERB
rodeaba	20390,VERB,3PS,INFLECTED_FORM
carbono	20373,NOUN,VERB,SINGULAR
estatua	20301,NOUN,SINGULAR
asegura	20298,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
hogares	20265,NOUN,PLURAL
afectar	20187,VERB
corteza	20173,NOUN,SINGULAR
cartera	20148,NOUN,SINGULAR
manzana	20147,NOUN,SINGULAR
absurdo	20112,ADJECTIVE,NOUN,SINGULAR
condujo	20039,VERB,3PS,INFLECTED_FORM,PAST
ascenso	19979,NOUN,SINGULAR
ayudado	19965,PARTICIPLE
encanto	19896,NOUN,VERB,SINGULAR
tratara	19839,VERB,3PS,INFLECTED_FORM,SUBJ
inglesa	19754,NOUN,ADJECTIVE,SINGULAR
volando	19751,ADJECTIVE,VERB,INFLECTED_FORM,PRES_PART
manchas	19663,NOUN,VERB,PLURAL
federal	19620,ADJECTIVE,NOUN,SINGULAR
fachada	19591,NOUN,PARTICIPLE,SINGULAR
doctora	19587,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
potente	19487,ADJECTIVE
hierbas	19435,NOUN,VERB,PLURAL
tuviese	19399,VERB,3PS,INFLECTED_FORM,SUBJ
cocinar	19375,VERB
armados	19371,ADJECTIVE,PARTICIPLE
guantes	19346,NOUN,PLURAL
rumores	19317,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
patatas	19163,NOUN,PLURAL
regular	19149,ADJECTIVE,VERB
precisa	19145,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
esperan	19027,VERB
perfume	19019,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
ocupada	18870,ADJECTIVE,PARTICIPLE
apetece	18864,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sincera	18826,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
dejarla	18824,VERB,INF
gritaba	18822,VERB,3PS,INFLECTED_FORM
dominar	18780,VERB
marcado	18772,ADJECTIVE,PARTICIPLE
cayendo	18701,VERB,INFLECTED_FORM,PRES_PART
recinto	18617,NOUN,SINGULAR
cuantas	18578,DETERMINER
lograba	18508,VERB,3PS,INFLECTED_FORM
formaba	18463,VERB,3PS,INFLECTED_FORM
maestra	18425,NOUN,ADJECTIVE,SINGULAR
tomarse	18417,VERB,INF
bloques	18299,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
delgado	18299,ADJECTIVE
meterse	18277,VERB,INF
capilla	18243,NOUN,SINGULAR
rodeada	18188,PARTICIPLE
crecido	18175,ADJECTIVE,PARTICIPLE
horario	18170,ADJECTIVE,NOUN,SINGULAR
ordenar	18165,VERB
caridad	18107,NOUN,SINGULAR
temblar	18072,VERB
percibe	18067,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
marchar	18027,VERB
comidas	18005,ADJECTIVE,NOUN,PARTICIPLE,VERB,INFLECTED_FORM,PLURAL,SUBJ
decenas	17990,ADJECTIVE,NOUN,PLURAL
adentro	17987,ADVERB,NOUN,INTERJECTION,VERB,SINGULAR
haremos	17953,VERB
portada	17880,NOUN,PARTICIPLE,SINGULAR
abrirse	17869,VERB,INF
debates	17869,NOUN,VERB,PLURAL
maldita	17868,ADJECTIVE,PARTICIPLE
dulzura	17853,NOUN,SINGULAR
labores	17848,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
cebolla	17841,NOUN,SINGULAR
conmigo	17767,ADVERB
aliados	17766,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
escoger	17761,VERB
balance	17709,NOUN,SINGULAR
haberla	17645,VERB,INF
formada	17568,PARTICIPLE
muertes	17562,NOUN,PLURAL
cayeron	17506,VERB,INFLECTED_FORM,PAST
quitado	17447,PARTICIPLE
setenta	17437,NUMERAL
salimos	17401,VERB,INFLECTED_FORM,PAST
secreta	17400,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
comenta	17373,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sobrino	17358,NOUN,SINGULAR
romanos	17325,ADJECTIVE,NOUN,PLURAL
rurales	17322,ADJECTIVE
delgada	17303,ADJECTIVE
tortura	17299,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
barrera	17293,NOUN,SINGULAR
ignorar	17281,VERB
relieve	17229,NOUN,SINGULAR
apetito	17208,NOUN,SINGULAR
ampliar	17205,VERB
andando	17174,VERB,INFLECTED_FORM,PRES_PART
poquito	17123,ADJECTIVE,ADVERB
declara	17051,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
monarca	17002,NOUN,SINGULAR
decimos	17000,VERB
alejado	16996,ADJECTIVE,PARTICIPLE
estilos	16957,NOUN,PLURAL
aviones	16934,NOUN,PLURAL
barrios	16926,NOUN,PLURAL
liberar	16910,VERB
reparto	16902,NOUN,VERB,SINGULAR
hoteles	16862,NOUN,PLURAL
anuales	16845,ADJECTIVE
idiomas	16812,NOUN,PLURAL
saliera	16801,VERB,3PS,INFLECTED_FORM,SUBJ
salidas	16797,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
digamos	16750,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
motores	16727,ADJECTIVE,NOUN,PLURAL
cambian	16721,VERB
amantes	16712,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
separar	16680,VERB
sentaba	16649,VERB,3PS,INFLECTED_FORM
cargado	16641,ADJECTIVE,PARTICIPLE
crucial	16634,ADJECTIVE
volante	16616,ADJECTIVE,NOUN,SINGULAR
sacando	16551,VERB,INFLECTED_FORM,PRES_PART
rescate	16541,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
desnudo	16536,ADJECTIVE,VERB
trasero	16533,ADJECTIVE,NOUN,SINGULAR
pusiera	16477,VERB,3PS,INFLECTED_FORM,SUBJ
urgente	16462,ADJECTIVE
madurez	16444,NOUN,SINGULAR
influir	16349,VERB
estemos	16295,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
griegos	16207,ADJECTIVE,NOUN,PLURAL
haberte	16197,VERB,INF
esposas	16187,NOUN,VERB,PLURAL
marcada	16177,ADJECTIVE,PARTICIPLE
ayudaba	16145,VERB,3PS,INFLECTED_FORM
futuros	16101,ADJECTIVE,NOUN,PLURAL
avenida	16071,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
tenerlo	16069,VERB,INF
tocando	16056,VERB,INFLECTED_FORM,PRES_PART
orillas	16049,NOUN,VERB,PLURAL
experto	16031,ADJECTIVE,NOUN,SINGULAR
esclavo	16015,NOUN,SINGULAR
estadio	15995,NOUN,SINGULAR
narices	15991,ADVERB,NOUN,PLURAL
lloraba	15964,VERB,3PS,INFLECTED_FORM
cortina	15904,NOUN,SINGULAR
vitales	15897,ADJECTIVE
deseado	15885,ADJECTIVE,PARTICIPLE
besarla	15882,VERB,INF
profeta	15862,NOUN,SINGULAR
apoyada	15834,PARTICIPLE
viajero	15832,ADJECTIVE,NOUN,SINGULAR
virtual	15826,ADJECTIVE
botones	15768,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
valioso	15695,ADJECTIVE
exponer	15694,VERB
aprende	15687,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
ingenio	15642,NOUN,VERB,SINGULAR
semilla	15627,NOUN,SINGULAR
cenizas	15555,ADJECTIVE,NOUN,PLURAL
tomamos	15516,VERB,INFLECTED_FORM,PAST
cuartel	15496,NOUN,SINGULAR
corbata	15449,NOUN,SINGULAR
dejarme	15438,VERB,INF
piensas	15393,VERB
carpeta	15372,NOUN,SINGULAR
reparar	15326,VERB
futuras	15317,ADJECTIVE,NOUN,PLURAL
cautela	15287,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
causado	15273,PARTICIPLE
comedia	15215,NOUN,SINGULAR
realice	15213,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
conoces	15199,VERB
basadas	15197,ADJECTIVE,PARTICIPLE
previos	15196,ADJECTIVE
inicios	15169,NOUN,PLURAL
furiosa	15130,ADJECTIVE
creador	15113,NOUN,SINGULAR
extraer	15058,VERB
afueras	15050,NOUN,VERB,SINGULAR
revelar	15029,VERB
encargo	15026,NOUN,VERB,SINGULAR
retraso	14986,NOUN,VERB,SINGULAR
mandado	14982,NOUN,PARTICIPLE,SINGULAR
retirar	14869,VERB
flechas	14868,NOUN,VERB,PLURAL
quieran	14860,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
tirando	14847,VERB,INFLECTED_FORM,PRES_PART
previas	14794,ADJECTIVE
vientos	14794,ADVERB,INTERJECTION,NOUN,PLURAL
silueta	14791,NOUN,SINGULAR
disparo	14763,NOUN,VERB,SINGULAR
excepto	14745,PREPOSITION,VERB
billete	14737,NOUN,SINGULAR
confuso	14736,ADJECTIVE
ponerle	14717,VERB,INF
pasajes	14643,NOUN,PLURAL
pierden	14617,VERB
escasez	14600,NOUN,SINGULAR
juvenil	14595,ADJECTIVE
echando	14560,VERB,INFLECTED_FORM,PRES_PART
injusto	14533,ADJECTIVE
insiste	14519,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
regresa	14511,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
templos	14509,NOUN,PLURAL
heridos	14508,ADJECTIVE,PARTICIPLE
reinado	14504,NOUN,PARTICIPLE,SINGULAR
prepara	14462,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
censura	14459,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
matices	14452,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
agregar	14433,VERB
ideales	14403,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
penales	14400,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
maldito	14378,ADJECTIVE,INTERJECTION,NOUN,PARTICIPLE,SINGULAR
extensa	14358,ADJECTIVE
basados	14280,ADJECTIVE,PARTICIPLE
naranja	14259,ADJECTIVE,NOUN,SINGULAR
higiene	14214,NOUN,SINGULAR
mejoras	14208,NOUN,VERB,PLURAL
cumplen	14196,VERB
salvado	14195,NOUN,PARTICIPLE,SINGULAR
cerraba	14150,VERB,3PS,INFLECTED_FORM
amorosa	14148,ADJECTIVE
factura	14144,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
cuartos	14125,NOUN,ADJECTIVE,PLURAL
bestias	14122,ADJECTIVE,NOUN,PLURAL
noventa	14117,NUMERAL
colinas	14071,NOUN,PLURAL
nuclear	14036,ADJECTIVE,VERB
cosecha	14010,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
espadas	13958,NOUN,PLURAL
golpear	13950,VERB
temores	13942,NOUN,PLURAL
teatral	13940,ADJECTIVE
correos	13837,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
nombrar	13823,VERB
colgaba	13795,VERB,3PS,INFLECTED_FORM
buscado	13738,PARTICIPLE
portero	13730,NOUN,SINGULAR
pasados	13703,ADJECTIVE,PARTICIPLE
montaje	13702,NOUN,SINGULAR
apoyado	13684,PARTICIPLE
olvides	13628,VERB,INFLECTED_FORM,SUBJ
analiza	13581,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
huyendo	13517,VERB,INFLECTED_FORM,PRES_PART
nulidad	13486,NOUN,SINGULAR
maletas	13407,NOUN,PLURAL
gigante	13399,ADJECTIVE,NOUN,SINGULAR
sientas	13392,VERB,INFLECTED_FORM,SUBJ
traduce	13379,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
riendas	13352,NOUN,PLURAL
auxilio	13349,NOUN,VERB,SINGULAR
termine	13347,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
abdomen	13337,NOUN,SINGULAR
muralla	13337,NOUN,SINGULAR
curiosa	13311,NOUN,ADJECTIVE,SINGULAR
gemelos	13289,ADJECTIVE,NOUN,PLURAL
llenaba	13276,VERB,3PS,INFLECTED_FORM
aprecia	13260,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sagrada	13255,ADJECTIVE
solemne	13192,ADJECTIVE
alejaba	13191,VERB,3PS,INFLECTED_FORM
orgasmo	13179,NOUN,SINGULAR
callado	13177,ADJECTIVE,PARTICIPLE
contuvo	13152,VERB,3PS,INFLECTED_FORM,PAST
esferas	13100,NOUN,PLURAL
cargada	13083,ADJECTIVE,PARTICIPLE
levanto	13066,VERB
vegetal	13052,ADJECTIVE,NOUN,SINGULAR
diarios	13016,ADJECTIVE,NOUN,PLURAL
urbanos	13004,ADJECTIVE
hayamos	12967,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
pasadas	12965,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
prendas	12945,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
pudimos	12920,VERB,INFLECTED_FORM,PAST
hagamos	12905,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
nacidos	12900,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
acabara	12897,VERB,3PS,INFLECTED_FORM,SUBJ
sensual	12887,ADJECTIVE
recorre	12871,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
ingesta	12769,NOUN,SINGULAR
saludar	12760,VERB
disputa	12728,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
diarias	12673,ADJECTIVE
funeral	12639,ADJECTIVE,NOUN,SINGULAR
aplican	12636,VERB
frontal	12630,ADJECTIVE,NOUN,SINGULAR
vayamos	12630,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
probado	12615,ADJECTIVE,PARTICIPLE
callada	12574,ADJECTIVE,PARTICIPLE
ansioso	12561,ADJECTIVE
protege	12561,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
recetas	12542,NOUN,VERB,PLURAL
pilares	12537,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
aliviar	12527,VERB
miramos	12515,VERB,INFLECTED_FORM,PAST
deducir	12506,VERB
supremo	12505,ADJECTIVE
duquesa	12501,NOUN,SINGULAR
dedicar	12485,VERB
pezones	12444,NOUN,PLURAL
premios	12418,NOUN,PLURAL
hoguera	12415,NOUN,SINGULAR
ocurren	12414,VERB
creerlo	12398,VERB,INF
merecen	12393,VERB
textura	12371,NOUN,SINGULAR
emplean	12368,VERB
bloqueo	12359,NOUN,VERB,SINGULAR
esconde	12341,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
dibujar	12331,VERB
ganando	12325,VERB,INFLECTED_FORM,PRES_PART
limitar	12313,VERB
puertos	12300,NOUN,PLURAL
acogida	12290,NOUN,PARTICIPLE,SINGULAR
cemento	12275,NOUN,VERB,SINGULAR
escribo	12271,VERB
aislado	12242,ADJECTIVE,PARTICIPLE
viniera	12170,VERB,3PS,INFLECTED_FORM,SUBJ
hiciese	12157,VERB,3PS,INFLECTED_FORM,SUBJ
diablos	12150,INTERJECTION,ADVERB,NOUN,PLURAL
dispuso	12150,VERB,3PS,INFLECTED_FORM,PAST
tenerla	12149,VERB,INF
sientan	12017,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
criados	12014,NOUN,PARTICIPLE,PLURAL
despido	12009,NOUN,VERB,SINGULAR
tesoros	11976,NOUN,PLURAL
alterar	11950,VERB
opuesta	11931,ADJECTIVE,PARTICIPLE
asiente	11924,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
metales	11909,NOUN,PLURAL
vanidad	11898,NOUN,SINGULAR
cazador	11865,ADJECTIVE,NOUN,SINGULAR
glucosa	11865,NOUN,SINGULAR
amplios	11846,ADJECTIVE
ofertas	11833,NOUN,VERB,PLURAL
suponen	11826,VERB
timidez	11823,NOUN,SINGULAR
ajedrez	11736,NOUN,SINGULAR
dirigen	11722,VERB
ausente	11706,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
espanto	11659,NOUN,VERB,SINGULAR
oficios	11608,NOUN,PLURAL
compone	11583,VERB,3PS,INFLECTED_FORM
campana	11565,NOUN,SINGULAR
estudia	11548,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sublime	11523,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
conozca	11508,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
romance	11480,ADJECTIVE,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
surgido	11443,PARTICIPLE
temblor	11427,NOUN,SINGULAR
alejada	11424,ADJECTIVE,PARTICIPLE
forzada	11399,ADJECTIVE,PARTICIPLE
literal	11394,ADJECTIVE,ADVERB
hechizo	11362,ADJECTIVE,NOUN,VERB,SINGULAR
apuesta	11358,NOUN,VERB,ADJECTIVE,PARTICIPLE,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
tributo	11343,NOUN,VERB,SINGULAR
ganarse	11341,VERB,INF
fundada	11321,PARTICIPLE
pesados	11276,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
ponerte	11259,VERB,INF
taberna	11242,NOUN,SINGULAR
ocultos	11237,ADJECTIVE
caricia	11218,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
quitaba	11198,VERB,3PS,INFLECTED_FORM
afirman	11194,VERB
encarga	11186,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
amplias	11178,ADJECTIVE
mataron	11155,VERB,INFLECTED_FORM,PAST
casarme	11154,VERB,INF
acusado	11148,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
citados	11115,ADJECTIVE,PARTICIPLE
aprueba	11110,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
vigilar	11103,VERB
equidad	11087,NOUN,SINGULAR
empleos	11086,NOUN,PLURAL
informa	11086,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
inclina	11085,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
condesa	11078,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
absurda	11071,ADJECTIVE
tristes	11071,ADJECTIVE
arrugas	11039,NOUN,VERB,PLURAL
valiosa	11014,ADJECTIVE
extenso	10998,ADJECTIVE
aportan	10978,VERB
hablara	10968,VERB,3PS,INFLECTED_FORM,SUBJ
ponemos	10959,VERB
pupilas	10953,NOUN,PLURAL
confusa	10945,ADJECTIVE
echaron	10942,VERB,INFLECTED_FORM,PAST
empiezo	10914,NOUN,VERB,SINGULAR
ubicado	10893,ADJECTIVE,PARTICIPLE
puentes	10845,NOUN,PLURAL
bastaba	10844,VERB,3PS,INFLECTED_FORM
patente	10842,ADJECTIVE,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
existan	10824,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
abrazar	10784,VERB
infeliz	10783,ADJECTIVE
carecen	10778,VERB
alzando	10774,VERB,INFLECTED_FORM,PRES_PART
imagina	10720,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
tablero	10713,NOUN,SINGULAR
excusas	10709,NOUN,VERB,PLURAL
cantaba	10693,VERB,3PS,INFLECTED_FORM
docente	10664,ADJECTIVE,NOUN,SINGULAR
ponerlo	10663,VERB,INF
cuernos	10657,ADVERB,NOUN,PLURAL
recogen	10656,VERB
escalas	10655,NOUN,VERB,PLURAL
debiera	10649,VERB,3PS,INFLECTED_FORM,SUBJ
enferma	10633,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
espejos	10627,NOUN,PLURAL
talones	10554,NOUN,PLURAL
calcula	10550,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
captura	10549,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
aislada	10531,ADJECTIVE,PARTICIPLE
indicio	10512,NOUN,VERB,SINGULAR
aprecio	10507,NOUN,VERB,SINGULAR
llanura	10487,NOUN,SINGULAR
regulan	10477,VERB
charlar	10469,VERB
escucho	10460,VERB
enteras	10454,ADJECTIVE,VERB
dorados	10420,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
lleguen	10417,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
navegar	10407,VERB
difunto	10387,ADJECTIVE
calidez	10385,NOUN,SINGULAR
ejercen	10379,VERB
concede	10375,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pesetas	10367,NOUN,PLURAL
agotada	10362,ADJECTIVE,PARTICIPLE
dividir	10350,VERB
tenerse	10347,VERB,INF
tomaban	10332,VERB
troncos	10323,NOUN,PLURAL
decente	10309,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
cuchara	10308,NOUN,VERB,3PS,INFLECTED_FORM,SINGULAR,SUBJ
abanico	10304,NOUN,VERB,SINGULAR
tenedor	10300,NOUN,SINGULAR
poblado	10279,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
dedican	10255,VERB
mezclar	10255,VERB
cigarro	10250,NOUN,SINGULAR
urbanas	10243,ADJECTIVE
lluvias	10242,NOUN,PLURAL
hubiere	10223,VERB,3PS,INFLECTED_FORM,SUBJ
tobillo	10223,NOUN,SINGULAR
influye	10215,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
acordar	10206,VERB
admirar	10205,VERB
amoroso	10198,ADJECTIVE
juguete	10174,NOUN,SINGULAR
atrapar	10170,VERB
deprisa	10160,ADVERB
enojado	10144,ADJECTIVE,PARTICIPLE
latidos	10133,NOUN,PARTICIPLE,PLURAL
parques	10132,NOUN,PLURAL
rigidez	10115,NOUN,SINGULAR
suceden	10094,VERB
cortado	10091,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
inusual	10076,ADJECTIVE
pensara	10067,VERB,3PS,INFLECTED_FORM,SUBJ
retener	10061,VERB
cuantos	10059,DETERMINER,NOUN,PLURAL
vuelvas	10054,VERB,INFLECTED_FORM,SUBJ
amables	10028,ADJECTIVE
anillos	10018,NOUN,PLURAL
mirarme	10014,VERB,INF
respira	10002,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
gradual	9989,ADJECTIVE,NOUN,SINGULAR
reunido	9989,ADJECTIVE,PARTICIPLE
entrara	9900,VERB,3PS,INFLECTED_FORM,SUBJ
rivales	9900,ADJECTIVE,NOUN,PLURAL
redonda	9891,NOUN,ADJECTIVE,SINGULAR
derivan	9886,VERB
cascada	9879,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
obispos	9877,NOUN,PLURAL
rebelde	9877,ADJECTIVE,NOUN,SINGULAR
espiral	9874,ADJECTIVE,NOUN,SINGULAR
camilla	9870,NOUN,SINGULAR
lejanos	9868,ADJECTIVE
celebra	9845,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
mensual	9837,ADJECTIVE
barriga	9830,NOUN,SINGULAR
libreta	9830,NOUN,SINGULAR
cruzaba	9815,VERB,3PS,INFLECTED_FORM
echarse	9804,VERB,INF
sobrina	9804,NOUN,SINGULAR
dijimos	9802,VERB,INFLECTED_FORM,PAST
agotado	9796,ADJECTIVE,PARTICIPLE
salones	9793,NOUN,PLURAL
jinetes	9792,NOUN,PLURAL
deciden	9759,VERB
gruesas	9757,ADJECTIVE,NOUN,PLURAL
ahorrar	9751,VERB
dejarle	9743,VERB,INF
ajustar	9728,VERB
cumplan	9715,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
guardan	9715,VERB
meditar	9713,VERB
conecta	9707,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
ansiosa	9689,ADJECTIVE
matando	9689,VERB,INFLECTED_FORM,PRES_PART
rechaza	9674,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
retomar	9668,VERB
ustedes	9629,PRONOUN
